"target_name","target_mean","target_non_zero_count"
"ENSG00000142789.19",1.45642662813932e-06,1
"ENSG00000070831.16",0.033544418099305,13883
"ENSG00000285794.1",0.000511205746476904,345
"ENSG00000271428.1",1.31078396532539e-05,9
"ENSG00000162552.15",1.60206929095326e-05,10
"ENSG00000234397.3",8.59291710602203e-05,59
"ENSG00000184677.18",0.00769138902320379,4197
"ENSG00000070886.12",1.45642662813932e-06,1
"ENSG00000173372.17",0,0
"ENSG00000159189.12",0,0
"ENSG00000173369.16",0,0
"ENSG00000133216.16",0.000141273382929515,96
"ENSG00000215906.8",0,0
"ENSG00000227868.6",4.36927988441799e-05,29
"ENSG00000004487.16",0.0260991651762567,10681
"ENSG00000169641.13",0.00938521319172983,4854
"ENSG00000229010.1",5.8257065125573e-06,4
"ENSG00000179546.4",0.000422363722160405,288
"ENSG00000215381.3",8.0103464547663e-05,55
"ENSG00000125944.20",0.0973067758792448,23833
"ENSG00000125945.15",0.00200549946694785,1279
"ENSG00000204219.10",0.000115057703623007,78
"ENSG00000232482.2",5.8257065125573e-06,4
"ENSG00000088280.19",0.00566113030357757,3214
"ENSG00000007968.7",0.00370806219524273,2257
"ENSG00000117318.9",0.0503355606951233,10564
"ENSG00000229239.2",0,0
"ENSG00000142676.14",2.67153210255574,69208
"ENSG00000011007.12",0.0228892008878377,9740
"ENSG00000057757.10",0.0555918043960781,16088
"ENSG00000011009.11",0.0239509358997512,10118
"ENSG00000117308.15",0.0264283175942162,10095
"ENSG00000117305.15",0.0094507523899961,5165
"ENSG00000179163.11",0.00577910086045685,3414
"ENSG00000188822.8",0.000601504197421542,404
"ENSG00000229106.1",1.45642662813932e-06,1
"ENSG00000230228.2",4.07799455879012e-05,28
"ENSG00000189266.13",0.0371519868572061,14363
"ENSG00000188529.14",0.0858680011418385,21319
"ENSG00000215905.4",1.3107839653254e-05,7
"ENSG00000142661.19",0.00258224441169103,1541
"ENSG00000142677.4",2.91285325627865e-06,2
"ENSG00000185436.12",8.4472744432081e-05,58
"ENSG00000158055.15",6.26263450099911e-05,42
"ENSG00000001460.18",0.0170270837095769,7870
"ENSG00000001461.17",0.00576308016754732,3313
"ENSG00000117602.12",0.00109814567761705,702
"ENSG00000184454.7",0.00034662953749716,235
"ENSG00000227312.2",0,0
"ENSG00000133226.17",0.109741746430298,21858
"ENSG00000169504.15",0.0195437889230016,8898
"ENSG00000020633.18",0.000120883410135564,83
"ENSG00000233419.3",1.01949863969753e-05,7
"ENSG00000117614.10",0.0348785048906806,13034
"ENSG00000117616.18",0.0474168817323321,15259
"ENSG00000261349.1",5.38877852411552e-05,37
